clean_text,Sentiment
bestread,1
favourite shuttle fast delivery flipkartread,1
packing product poor always receive press positionread,1
goodread,1
worthyread,1
shuttle fastread,1
excellent appread,1
best quality shuttle read,1
superb qualityread,1
niceread,1
nice productread,1
nothing recetread,0
multiple small small hole cork doesnt look like last longread,1
good productread,1
goodread,1
goodread,1
super qualityread,1
good qualityread,1
goodread,1
good materialread,1
excellent deal value worthread,1
happy order alwaysread,1
good shuttle decent priceread,1
god product attractive priceread,1
great shuttle flight shuttle good regret rate market costing around rupee flipkart got inrread,1
original qualityread,1
worthyread,1
fastest deliverynd product quality adorableread,1
good productread,1
good one perfect read,1
superbread,1
better thank local marketread,1
shuttle cork good genuinei verified yonex website read,1
suparread,1
looking gud lasting read,1
packing good plastic cover damagedread,0
goodread,1
goodread,1
goodread,1
would give full star product great quality unfortunately next box bought one shuttle damagedread,1
good product nice build qualityread,1
niceread,1
good productread,0
quality goodread,1
goodread,1
nice productread,1
goodread,1
goodread,1
good nice quality read,1
got damage shuttle pack rest goodread,1
quality seems good break one day playread,0
superbread,1
nice itemget item exceptedread,1
best green cupread,1
goodread,1
slow shuttle good per marketread,1
good boyread,1
thanks flipkart poor shuttle pack replacedread,1
rotine gameread,1
goodread,1
goodread,1
good productread,1
good productread,1
amazing qualityworth every penny read,1
excellent flight slow mentioned recommended beginnersread,1
superb qualityread,1
long lastingread,1
superbread,1
good productread,1
good productread,1
good productread,1
nice productread,1
nice usualread,1
niceread,1
really good last longer expectedread,1
worst product got squeezed box shuttle replacement got damaged productread,0
niceread,1
quality shuttle seems bad didnt even last game change two shuttle hour playread,0
good price muchread,1
good quality nice productread,1
satisfied product qualityread,1
poor qualityread,0
best intermediate playersread,1
niceread,1
superread,1
overall niceread,1
shuttle old damaged one day bad quality shuttleread,1
shuttle damagedec new pack shuttle damagedread,1
good productread,1
goodread,1
slowlyread,1
goodread,1
good quality shuttleread,1
best packingread,1
awesomeread,1
retailer shop need go shop buy itread,1
best daily playread,1
good productread,1
excellent design lifespanread,1
goodread,1
goodread,1
good alwaysread,1
goodread,1
u buy good productread,1
excellent productread,1
quality itemvery good packingread,1
good qualityread,1
nice productquick deliveryread,1
average quality shuttle goodread,1
shuttle good pricing made exorbitant per pack per pack increase within one year already trying alternativesread,1
niceread,1
niceread,1
pathetic qualityread,0
original product yonex im able authenticate sunrise portalbest shuttle indian conditionstreamed travel correct balance durablefor beginner intermediate level start oneread,1
goodread,1
good delivery boyread,1
excellentread,1
excellent first ordered one box tried whether fake genuine product selected slow found genuine product long lasting playing shuttle till suggested court town playing shuttle buying flipkart go without hesitationread,1
packing goodread,1
yonex greatread,1
packing product done properly mark request team take care future avoid damaging productread,1
giving review week use dont buy product seems selling second grade defective product shuttle start rotate time difficult play patethic productread,0
excellentread,1
worst read,0
good product read,1
niceread,1
niceread,1
ecobomicalread,1
damaged packread,1
awesomeread,1
good qualityread,1
goodread,1
original product happyread,1
niceread,1
shuttle better quality bought local shop much difference priceread,1
minread,1
okread,1
good product quick delivery impressive serviceread,0
badread,1
shuttle goodread,1
goodread,1
good quality original productread,1
good product read,1
excellentread,1
poor qualityread,0
price highcompare local shopquality goodread,1
expected good quality good one shuttle spinning issueread,1
look good use update qualityread,1
shuttle damagedread,0
best shuttlecockread,1
nice shulterread,1
goodread,1
nice productread,1
goodread,1
gud qualityread,1
greatread,1
superread,1
goodread,1
nice rate reasonableread,1
superbread,1
product per expectationread,1
goodread,1
quality poorread,0
goodread,1
good productread,1
thanksread,1
good productread,1
really niceread,1
good productread,1
packing damaged shuttle also damaged poor quality packingread,1
good qualityread,1
received genuine shuttle box flight pace level shuttlecock good little disappointed packaging seller flipkart side boxex little damaged although grateful shuttlecock damaged purchase seller thanks read,1
genuine productread,1
using mavis past year best shuttlecock marketnew stock delivered seller play double daily setsdurability awesome dayssmash drop toss everything perfectsome team member complaint shuttle heavy go away toss think shuttlecock problemgood job yonexread,1
niceread,1
niceread,1
niceread,1
flipkart cheating customer sending old shuttle boxesbooked box shuttle th december received manufactured shuttle bad condition going forward decides buy shuttle flipkart read,0
good productread,1
cost little lessread,1
much goodread,0
worth moneyread,1
value moneyread,1
ferfect deliveredgood productsread,1
good shuttle outdoor court shuttle last week even play smash daily good one purchaseread,1
superread,1
good oneread,1
niceread,1
durableread,1
good product bought barrel every month one trustworthy online shopping flifkartread,1
good packing delivery flight speed shuttle much faster usual mavis doubt genuinitythis time also packing perfect first shuttle taken wobbling good play disappointingread,1
goodread,1
superread,1
goodits original productread,1
goodread,1
middleread,1
ok beginnersread,1
niceread,1
gud product price rangegud indoor gameread,1
fast delivery good quality productread,1
good oneread,1
niceread,1
good shuttle stage simply go itread,1
nice product look genuineread,1
fast sarvisread,1
nice shuttle durable still working properlyread,1
niceread,1
good productread,1
better productread,1
superb guaranteed read,1
badread,1
two shuttle damagedread,0
goodread,1
goodread,1
best outdoor practice timeread,1
excellent qualityread,1
plz buy shuttleread,0
fantasticread,1
goodread,1
good shuttleread,1
nice product delivered timeread,1
best productread,1
excellentread,1
goodread,1
good product read,1
always best budget shuttlecock mrp r got r read,1
good productread,1
original productthanks flipkartread,1
superread,1
perfect producta great shuttle practice badminton regular basisread,1
nice productread,1
okread,1
nice productread,1
better price outlet good productread,1
goodread,1
good genuine productread,1
good costyread,1
good svuttlesread,1
best shuttle one playread,1
quality product go itread,1
superb qualityread,1
best oneread,1
value money read,1
good qualityread,1
badread,0
nice shuttle seller prompt delivery flipkartread,1
shuttle good quality durableread,1
good productread,1
awesome original producthowever box got low quality hope get complaint againread,1
value moneyread,1
useful beneficial alsoread,1
best product everread,1
good product delivered flipcartread,1
super excellent deliveryread,1
good practiceread,1
goodread,1
goodread,1
receiving used defective product shuttle shakingread,0
original reliableread,1
shullte worst qualityall shuttle spin accuracy badread,0
niceread,1
good qualityread,1
genuine productread,1
last order great shuttle speed varies temperature move fast hot summer day otherwise speed goodread,1
pathetic packing box crushedshuttles playing conditionread,0
goodread,1
great product great service flipkartread,1
one word osmread,1
long durableread,1
goodread,1
ok comfortread,1
delivery date long rest okread,1
yonex brandread,1
good productread,1
goodread,1
durable regular practiceread,1
absolutely original productread,1
good qualityread,1
valuable priceniceread,1
price valueread,1
niceread,1
goodread,1
worth product priceread,1
bad qualityread,0
goodread,1
nice shuttle night gameread,1
good meread,1
okayread,1
good product flipkartread,1
good lastingread,1
best u cant getread,1
awesome shuttle love itread,1
time delivery nice product national level player used shuttle practice found quality nice really original yonex mavis thinking buy wait go itread,1
good productread,1
original commentsread,1
excellentread,1
nice product worth moneyread,1
think original flight cork seen beforeread,1
good shuttleread,1
goodread,1
originalread,1
go itread,1
original product fast deliveryread,1
goodread,1
fast delivery flipkartnice productread,1
goodread,1
good product time deliveryread,1
goodread,1
mark durableread,1
good long lastingread,1
worstread,0
nice citalread,1
nicely packedread,1
good productread,1
goodread,1
cork perfect yes go price plastic quality improve lot mean plasticity plasticread,1
fineread,1
awsome productread,1
original product best price get must buyread,1
niceread,1
nice oneread,1
wel finishedread,1
nice productsread,1
